travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID,Images
106096,1052,Coimbatore,Chennai,02-01-2020,Hilton Chennai,5,Deluxe,9823,3,1,2,19646,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",4,78584,06-01-2020,CHEN7,https://tse1.mm.bing.net/th?q=Hilton+Chennai
106097,1052,Jamshedpur,Ahmedabad,09-01-2020,Taj Skyline Ahmedabad,5,Suite,14364,4,3,4,57456,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,114912,11-01-2020,AHME2,https://tse1.mm.bing.net/th?q=Taj+Skyline+Ahmedabad  
106098,1052,Puducherry,Vijayawada,16-01-2020,Treebo Trend Empire,3,Executive,4079,1,0,1,4079,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,24474,22-01-2020,VIJA8,https://tse1.mm.bing.net/th?q=Treebo+Trend+Empire+Vijayawada
106108,1053,Indore,Tirupati,14-11-2019,Marasa Sarovar Premiere,5,Executive,11548,4,3,4,46192,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",3,138576,17-11-2019,TIRU1,https://tse1.mm.bing.net/th?q=Marasa+Sarovar+Premiere+Tirupati
106112,1053,Jamshedpur,Bhopal,12-12-2019,Hotel Shree Vatika,3,Suite,7389,4,2,3,22167,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",3,66501,15-12-2019,BHOP8,https://tse1.mm.bing.net/th?q=Hotel+Shree+Vatika+Bhopal
106116,1053,Raipur,Tirupati,09-01-2020,Ramee Guestline Hotel,4,Executive,7830,1,1,1,7830,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",2,15660,11-01-2020,TIRU4,https://tse1.mm.bing.net/th?q=Ramee+Guestline+Hotel+Tirupati
106117,1053,Hyderabad,Nashik,16-01-2020,The Gateway Hotel Ambad,5,Suite,15969,4,2,3,47907,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",2,95814,18-01-2020,NASH2,https://tse1.mm.bing.net/th?q=The+Gateway+Hotel+Ambad+Nashik
106118,1053,Vijayawada,Shimla,23-01-2020,Hotel Silverine,3,Executive,6460,3,0,2,12920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,64600,28-01-2020,SHIM8,https://tse1.mm.bing.net/th?q=Hotel+Silverine+Shimla
106120,1053,Diu,Dhubri,06-02-2020,Galaxy Hotel,2,Executive,2896,2,3,2,5792,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,34752,12-02-2020,DHUB5,https://tse1.mm.bing.net/th?q=Galaxy+Hotel+Dhubri
106129,1053,Varanasi,Guwahati,09-04-2020,Greenwood Resort,4,Deluxe,6327,3,1,2,12654,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",3,37962,12-04-2020,GUWA5,https://tse1.mm.bing.net/th?q=Greenwood+Resort+Guwahati
106132,1053,Shillong,Kolkata,30-04-2020,Howard Johnson by Wyndham Kolkata,4,Suite,9628,2,2,2,19256,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",2,38512,02-05-2020,KOLK6,https://tse1.mm.bing.net/th?q=Howard+Johnson+by+Wyndham+Kolkata+Kolkata
106144,1053,Mopa,Raigarh,23-07-2020,Hotel Shree Sai,1,Executive,2462,3,0,2,4924,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",7,34468,30-07-2020,RAIG8,https://tse1.mm.bing.net/th?q=Hotel+Shree+Sai+Raigarh
106148,1053,Mysuru,Bengaluru,20-08-2020,Hotel Presidency,3,Suite,6927,4,1,3,20781,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,145467,27-08-2020,BENG8,https://tse1.mm.bing.net/th?q=Hotel+Presidency+Bengaluru  
106150,1053,Patna,Vadodara,03-09-2020,Lemon Tree Hotel Vadodara,4,Deluxe,6687,2,3,2,13374,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",3,40122,06-09-2020,VADO7,https://tse1.mm.bing.net/th?q=Lemon+Tree+Hotel+Vadodara+Vadodara
106157,1053,Jaipur,Guwahati,22-10-2020,Novotel Guwahati GS Road,5,Executive,10816,3,1,2,21632,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,43264,24-10-2020,GUWA3,https://tse1.mm.bing.net/th?q=Novotel+Guwahati+GS+Road
106165,1053,Diu,Kolkata,17-12-2020,"Ethnotel, Kolkata Airport",3,Suite,6652,2,3,2,13304,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,93128,24-12-2020,KOLK7,https://tse1.mm.bing.net/th?q=Ethnotel+Kolkata+Airport+Kolkata
106175,1053,Vijayawada,Mumbai,25-02-2021,Trident Nariman Point,5,Suite,13630,1,2,1,13630,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",7,95410,04-03-2021,MUMB3,https://tse1.mm.bing.net/th?q=Trident+Nariman+Point+Mumbai
106178,1053,Amritsar,Itanagar,18-03-2021,Hotel Su Pinsa,3,Suite,4784,3,1,2,9568,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",4,38272,22-03-2021,ITAN7,https://tse1.mm.bing.net/th?q=Hotel+Su+Pinsa+Itanagar
106182,1053,Bengaluru,Surat,15-04-2021,Lords Plaza Surat,4,Executive,6651,4,1,3,19953,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",3,59859,18-04-2021,SURA4,https://tse1.mm.bing.net/th?q=Lords+Plaza+Surat+Surat
106184,1053,Visakhapatnam,Kota,29-04-2021,Hotel Flowers Inn,3,Suite,4935,3,2,3,14805,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,14805,30-04-2021,KOTA7,https://tse1.mm.bing.net/th?q=Hotel+Flowers+Inn+Kota
106186,1053,Chandigarh,Jaipur,13-05-2021,Hotel Siddharsh Heritage,3,Suite,5200,3,3,3,15600,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,46800,16-05-2021,JAIP8,https://tse1.mm.bing.net/th?q=Hotel+Siddharsh+Heritage+Jaipur
106187,1053,Kota,Ranchi,20-05-2021,Hotel Blues Shivalik,3,Suite,5841,4,0,2,11682,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",5,58410,25-05-2021,RANC9,https://tse1.mm.bing.net/th?q=Hotel+Blues+Shivalik+Ranchi
106188,1053,Dhubri,Kullu-Manali,27-05-2021,Hotel Honeymoon Inn Manali,3,Executive,5147,2,0,1,5147,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,36029,03-06-2021,KULL6,https://tse1.mm.bing.net/th?q=Hotel+Honeymoon+Inn+Manali+Kullu-Manali
106191,1053,Raigarh,Ahmedabad,17-06-2021,Hyatt Regency Ahmedabad,5,Deluxe,11918,4,0,2,23836,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",4,95344,21-06-2021,AHME1,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Ahmedabad  
106192,1053,Indore,Khowai,24-06-2021,Hotel Shankar,3,Executive,5132,1,1,1,5132,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,5132,25-06-2021,KHOW9,https://tse1.mm.bing.net/th?q=Hotel+Shankar+Khowai
106195,1053,Visakhapatnam,Thiruvananthapuram,15-07-2021,Hotel Town Tower,3,Suite,6076,3,3,3,18228,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",2,36456,17-07-2021,THIR10,https://tse1.mm.bing.net/th?q=Hotel+Town+Tower+Thiruvananthapuram
106199,1053,Vadodara,Bhubaneswar,12-08-2021,Hotel La Franklin,3,Executive,5915,4,0,2,11830,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",4,47320,16-08-2021,BHUB9,https://tse1.mm.bing.net/th?q=Hotel+La+Franklin+Bhubaneswar
106204,1053,Navi Mumbai,Varanasi,16-09-2021,Hotel Costa Riviera,4,Executive,7844,2,3,2,15688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",6,94128,22-09-2021,VARA10,https://tse1.mm.bing.net/th?q=Hotel+Costa+Riviera+Varanasi
106205,1053,Chennai,Tirupati,23-09-2021,Hotel Minerva Grand,3,Deluxe,4768,4,1,3,14304,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",7,100128,30-09-2021,TIRU8,https://tse1.mm.bing.net/th?q=Hotel+Minerva+Grand+Tirupati
106209,1054,Dhubri,Puri,03-10-2019,Hotel New Shankar International,2,Suite,3768,1,1,1,3768,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",3,11304,06-10-2019,PURI8,https://tse1.mm.bing.net/th?q=Hotel+New+Shankar+International+Puri
106215,1054,Nashik,Kota,14-11-2019,Hotel Ortus,3,Deluxe,3370,4,0,2,6740,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,13480,16-11-2019,KOTA5,https://tse1.mm.bing.net/th?q=Hotel+Ortus+Kota
106225,1054,Bhopal,Patna,23-01-2020,Hotel Savera,3,Suite,6561,1,1,1,6561,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",3,19683,26-01-2020,PATN8,https://tse1.mm.bing.net/th?q=Hotel+Savera+Patna
106226,1054,Mopa,Hisar,30-01-2020,Hotel Crown,2,Deluxe,2342,1,0,1,2342,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,16394,06-02-2020,HISA6,https://tse1.mm.bing.net/th?q=Hotel+Crown+Hisar
106227,1054,Varanasi,Ayodhya,06-02-2020,Hotel Hanuman,3,Executive,5942,3,2,3,17826,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",1,17826,07-02-2020,AYOD10,https://tse1.mm.bing.net/th?q=Hotel+Hanuman+Ayodhya  
106230,1054,Bilaspur,Gangtok,27-02-2020,WelcomHeritage Denzong Regency,4,Executive,9004,4,0,2,18008,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",4,72032,02-03-2020,GANG5,https://tse1.mm.bing.net/th?q=WelcomHeritage+Denzong+Regency+Gangtok
106231,1054,Kullu-Manali,Varanasi,05-03-2020,Radisson Hotel Varanasi,5,Deluxe,10021,3,0,2,20042,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",7,140294,12-03-2020,VARA5,https://tse1.mm.bing.net/th?q=Radisson+Hotel+Varanasi+Varanasi
106232,1054,Udaipur,Diu,12-04-2020,Hotel Apaar,3,Executive,4675,4,2,3,14025,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,98175,19-04-2020,DIU4,https://tse1.mm.bing.net/th?q=Hotel+Apaar+Diu
106233,1054,Patna,Dabolim,19-03-2020,Hotel Cliff,2,Deluxe,2441,1,2,1,2441,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,14646,25-03-2020,DABO5,https://tse1.mm.bing.net/th?q=Hotel+Cliff+Dabolim
106234,1054,Chandigarh,Imphal,26-03-2020,Hotel Nirmala,2,Executive,3478,4,3,4,13912,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,83472,01-04-2020,IMPH9,https://tse1.mm.bing.net/th?q=Hotel+Nirmala+Imphal
106235,1054,Srinagar,Mopa,02-04-2020,Hotel Green Valley,2,Deluxe,2267,3,3,3,6801,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",4,27204,06-04-2020,MOPA6,https://tse1.mm.bing.net/th?q=Hotel+Green+Valley+Mopa
106237,1055,Ahmedabad,Chennai,26-09-2019,"Trident, Chennai",5,Suite,12808,4,1,3,38424,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,153696,30-09-2019,CHEN3,https://tse1.mm.bing.net/th?q=Trident+Chennai
106239,1055,Ludhiana,Guwahati,10-10-2019,Hotel Prag Continental,3,Deluxe,4324,4,2,3,12972,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",5,64860,15-10-2019,GUWA10,https://tse1.mm.bing.net/th?q=Hotel+Prag+Continental+Guwahati
106241,1055,Mysuru,Chennai,24-10-2019,The Park Chennai,5,Suite,16389,1,2,1,16389,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",6,98334,30-10-2019,CHEN6,https://tse1.mm.bing.net/th?q=The+Park+Chennai
106246,1055,Amritsar,Ahmedabad,28-11-2019,The Leela Gandhinagar,5,Deluxe,9449,3,0,2,18898,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,56694,01-12-2019,AHME4,https://tse1.mm.bing.net/th?q=The+Leela+Gandhinagar+Ahmedabad  
106248,1055,Hyderabad,Kullu-Manali,12-12-2019,Hotel Snow Park,2,Deluxe,3196,3,1,2,6392,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",1,6392,13-12-2019,KULL8,https://tse1.mm.bing.net/th?q=Hotel+Snow+Park+Kullu-Manali
106252,1055,Bhopal,Visakhapatnam,09-01-2020,Treebo Sriz Cozy Seethamadhara,3,Deluxe,5085,2,1,2,10170,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,61020,15-01-2020,VISA8,https://tse1.mm.bing.net/th?q=Treebo+Sriz+Cozy+Seethamadhara+Visakhapatnam
106260,1056,Shimla,Kota,24-10-2019,Hotel Ortus,3,Deluxe,3370,2,2,2,6740,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",6,40440,30-10-2019,KOTA5,https://tse1.mm.bing.net/th?q=Hotel+Ortus+Kota
106265,1056,Kota,Varanasi,28-11-2019,Taj Nadesar Palace,5,Deluxe,8881,4,1,3,26643,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",1,26643,29-11-2019,VARA1,https://tse1.mm.bing.net/th?q=Taj+Nadesar+Palace+Varanasi
106270,1056,Coimbatore,Mysuru,02-01-2020,Southern Star Mysore,4,Executive,6925,4,3,4,27700,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",1,27700,03-01-2020,MYS4,https://tse1.mm.bing.net/th?q=Southern+Star+Mysore+Mysuru
106278,1056,Surat,Bilaspur,27-02-2020,Hotel Jeet Continental,3,Suite,5468,2,1,2,10936,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",2,21872,29-02-2020,BILA8,https://tse1.mm.bing.net/th?q=Hotel+Jeet+Continental+Bilaspur
106279,1056,Mysuru,Gwalior,05-03-2020,The Central Park,3,Executive,4570,4,3,4,18280,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,18280,06-03-2020,GWAL7,https://tse1.mm.bing.net/th?q=The+Central+Park+Gwalior
106281,1056,Chennai,Imphal,20-03-2020,Hotel Imphal,3,Suite,5518,4,2,3,16554,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",7,115878,27-03-2020,IMPH8,https://tse1.mm.bing.net/th?q=Hotel+Imphal
106296,1056,Navi Mumbai,Shillong,02-07-2020,Hotel Barbareek,2,Deluxe,2824,4,3,4,11296,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",3,33888,05-07-2020,SHIL7,https://tse1.mm.bing.net/th?q=Hotel+Barbareek+Shillong
106297,1056,Bengaluru,Ahmedabad,09-07-2020,Lemon Tree Premier,4,Deluxe,6479,4,3,4,25916,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,77748,12-07-2020,AHME9,https://tse1.mm.bing.net/th?q=Lemon+Tree+Premier+Ahmedabad  
106300,1056,Puducherry,Bhubaneswar,30-07-2020,Hotel Excellency Bhubaneswar,3,Suite,5238,2,0,1,5238,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,20952,03-08-2020,BHUB8,https://tse1.mm.bing.net/th?q=Hotel+Excellency+Bhubaneswar
106301,1056,Gangtok,Gwalior,06-08-2020,Clarks Inn Suites Gwalior,4,Deluxe,5878,2,2,2,11756,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",2,23512,08-08-2020,GWAL5,https://tse1.mm.bing.net/th?q=Clarks+Inn+Suites+Gwalior
106306,1056,Bilaspur,Jamshedpur,10-09-2020,The Sonnet Jamshedpur,4,Suite,8786,2,1,2,17572,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",1,17572,11-09-2020,JAMS1,https://tse1.mm.bing.net/th?q=The+Sonnet+Jamshedpur+Jamshedpur
106307,1056,Tirupati,Vijayawada,17-09-2020,Grand Vijayawada by GRT Hotels,4,Executive,7848,3,0,2,15696,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,109872,24-09-2020,VIJA5,https://tse1.mm.bing.net/th?q=Grand+Vijayawada+by+GRT+Hotels+Vijayawada
106309,1056,Itanagar,Ludhiana,01-10-2020,Park Plaza Ludhiana,4,Deluxe,5558,2,2,2,11116,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",2,22232,03-10-2020,LUDH3,https://tse1.mm.bing.net/th?q=Park+Plaza+Ludhiana+Ludhiana
106310,1056,Indore,Vadodara,08-10-2020,"Welcomhotel by ITC Hotels, Alkapuri",5,Executive,11621,3,0,2,23242,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,46484,10-10-2020,VADO1,https://tse1.mm.bing.net/th?q=Welcomhotel+by+ITC+Hotels+Alkapuri+Vadodara
106315,1056,Coimbatore,Surat,12-11-2020,Hotel Orange International,3,Suite,5316,1,0,1,5316,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",4,21264,16-11-2020,SURA8,https://tse1.mm.bing.net/th?q=Hotel+Orange+International+Surat
106318,1056,Tirupati,Amritsar,03-12-2020,Golden Tulip Amritsar,4,Executive,8398,4,0,2,16796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,100776,09-12-2020,AMRI7,https://tse1.mm.bing.net/th?q=Golden+Tulip+Amritsar  
106320,1056,Pune,Kullu-Manali,17-12-2020,Hotel Snow Park,2,Deluxe,3196,3,0,2,6392,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",2,12784,19-12-2020,KULL8,https://tse1.mm.bing.net/th?q=Hotel+Snow+Park+Kullu-Manali
106324,1056,Dabolim,Coimbatore,14-01-2021,"Zone Connect Hotel, Coimbatore",4,Suite,7690,3,0,2,15380,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,76900,19-01-2021,COIM6,https://tse1.mm.bing.net/th?q=Zone+Connect+Hotel+Coimbatore
106326,1056,Jaipur,Ayodhya,28-01-2021,Hotel Ramayana,3,Suite,7442,4,3,4,29768,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",5,148840,02-02-2021,AYOD2,https://tse1.mm.bing.net/th?q=Hotel+Ramayana+Ayodhya  
106329,1056,Raipur,Hyderabad,18-02-2021,Trident Hyderabad,5,Executive,11673,1,2,1,11673,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",5,58365,23-02-2021,HYDE5,https://tse1.mm.bing.net/th?q=Trident+Hyderabad
106334,1056,Ranchi,Indore,25-03-2021,Hotel President,3,Suite,6600,1,0,1,6600,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,19800,28-03-2021,INDO10,https://tse1.mm.bing.net/th?q=Hotel+President+Indore
106335,1056,Dhubri,Mopa,01-04-2021,Hotel Sunshine,1,Suite,2398,2,3,2,4796,"['Wi-Fi', 'Parking', 'Breakfast']",5,23980,06-04-2021,MOPA8,https://tse1.mm.bing.net/th?q=Hotel+Sunshine+Mopa
106341,1056,Itanagar,Ahmedabad,13-05-2021,Radisson Blu Hotel Ahmedabad,5,Deluxe,10544,3,0,2,21088,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",1,21088,14-05-2021,AHME6,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Ahmedabad  
106345,1056,Indore,Shimla,10-06-2021,Hotel Marina,4,Deluxe,6856,4,3,4,27424,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,109696,14-06-2021,SHIM4,https://tse1.mm.bing.net/th?q=Hotel+Marina+Shimla
106346,1056,Vadodara,Chennai,17-06-2021,Hyatt Regency Chennai,5,Deluxe,10488,2,1,2,20976,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",7,146832,24-06-2021,CHEN5,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Chennai
106349,1056,Prayagraj,Mopa,08-07-2021,Hotel Hill Rock,3,Deluxe,3561,4,0,2,7122,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",7,49854,15-07-2021,MOPA2,https://tse1.mm.bing.net/th?q=Hotel+Hill+Rock+Mopa
106351,1056,Puri,Visakhapatnam,22-07-2021,Fairfield by Marriott Visakhapatnam,4,Executive,8776,2,0,1,8776,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",1,8776,23-07-2021,VISA2,https://tse1.mm.bing.net/th?q=Fairfield+by+Marriott+Visakhapatnam+Visakhapatnam
106352,1056,Jaipur,Vadodara,29-07-2021,Four Points by Sheraton Vadodara,4,Deluxe,6376,2,0,1,6376,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",1,6376,30-07-2021,VADO6,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Vadodara+Vadodara
106353,1056,Delhi NCR,Vadodara,05-08-2021,Ginger Vadodara,3,Suite,5370,2,1,2,10740,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",1,10740,06-08-2021,VADO8,https://tse1.mm.bing.net/th?q=Ginger+Vadodara+Vadodara
106354,1056,Udaipur,Puducherry,12-08-2021,The Richmond,3,Suite,7398,2,2,2,14796,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,103572,19-08-2021,PUDU4,https://tse1.mm.bing.net/th?q=The+Richmond+Puducherry
106361,1056,Mopa,Pune,30-09-2021,Conrad Pune,5,Deluxe,11158,1,2,1,11158,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",2,22316,02-10-2021,PUNE4,https://tse1.mm.bing.net/th?q=Conrad+Pune+Pune
106364,1056,Chennai,Hyderabad,21-10-2021,Taj Falaknuma Palace,5,Suite,14404,4,3,4,57616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",4,230464,25-10-2021,HYDE1,https://tse1.mm.bing.net/th?q=Taj+Falaknuma+Palace+Hyderabad
